gene_id	gene_name	gene_type	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	padj_plot	neg_log10_padj	direction	linear_fold_change
ENSG00000162614.21	NEXN	protein_coding;retained_intron;protein_coding_CDS_not_defined;nonsense_mediated_decay	5782.09614439021	1.9807086154724	0.0776466908683817	25.509246991992	1.55653778646776e-143	2.86838783290279e-139	2.86838783290279e-139	138.542362128352	up	3.94686894458575
ENSG00000109906.17	ZBTB16	protein_coding;protein_coding_CDS_not_defined;retained_intron;nonsense_mediated_decay	999.951726186938	6.09739768279989	0.239807546421952	25.4262127017106	1.29411124951e-142	1.19239410529852e-138	1.19239410529852e-138	137.923580179606	up	68.4698849330105
ENSG00000120129.8	DUSP1	protein_coding;nonsense_mediated_decay	3500.65162504364	2.97144242585198	0.121672052620604	24.4217333549677	1.00519610783885e-131	6.17458462508478e-128	6.17458462508478e-128	127.209392252822	up	7.84320019862001
ENSG00000134243.14	SORT1	protein_coding;retained_intron;nonsense_mediated_decay;protein_coding_CDS_not_defined	5559.45456711846	2.14412289555501	0.095140246114579	22.5364447026215	1.82389815844239e-112	8.40269881594408e-109	8.40269881594408e-109	108.075581202911	up	4.42023445954187
ENSG00000162692.14	VCAM1	protein_coding;retained_intron;nonsense_mediated_decay	498.867130868347	-3.59437169171568	0.164591815518057	-21.8380949283675	1.00874446938448e-105	3.71782861636342e-102	3.71782861636342e-102	101.429710634113	down	-12.0785192215707
ENSG00000101347.13	SAMHD1	protein_coding;nonsense_mediated_decay;retained_intron;protein_coding_CDS_not_defined	14435.5355874029	3.76224224308951	0.172940993177246	21.7544850065341	6.26458629518588e-105	1.92406327079476e-101	1.92406327079476e-101	100.715780650747	up	13.5689976148034
ENSG00000125148.9	MT2A	protein_coding;retained_intron;protein_coding_CDS_not_defined	3736.67139172929	2.22708445871858	0.102779436666705	21.6685801260091	4.06085730710086e-104	1.06904969221792e-100	1.06904969221792e-100	99.9710021071818	up	4.68186864534053
ENSG00000154734.18	ADAMTS1	protein_coding;retained_intron;nonsense_mediated_decay	30677.5776971371	2.33503478950827	0.107965431729465	21.6276149884649	9.87588310099479e-104	2.27490967231415e-100	2.27490967231415e-100	99.6430358427846	up	5.04563130547054
ENSG00000196136.20	SERPINA3	protein_coding;protein_coding_CDS_not_defined;nonsense_mediated_decay	2884.92799253261	3.23370882752618	0.150959766535184	21.4209978045542	8.5145413123245e-102	1.74339963670573e-98	1.74339963670573e-98	97.7586030488498	up	9.40683127343869
ENSG00000189221.13	MAOA	protein_coding;protein_coding_CDS_not_defined;retained_intron;nonsense_mediated_decay	2479.16024282969	3.47364249082889	0.162405481565505	21.388702261431	1.70228912455718e-101	3.13697839873398e-98	3.13697839873398e-98	97.5034884718483	up	11.1088878906671
ENSG00000157214.16	STEAP2	protein_coding;retained_intron	3153.27312594767	2.06199234237139	0.0983647528029965	20.9627156436932	1.43653049902706e-97	2.40658036691551e-94	2.40658036691551e-94	93.6185996306311	up	4.17562554597687
ENSG00000211445.14	GPX3	protein_coding;nonsense_mediated_decay;retained_intron;protein_coding_CDS_not_defined;TEC	12732.2285774895	3.77661660286304	0.18250923929973	20.6927420077666	4.02651660968587e-95	6.18338734027427e-92	6.18338734027427e-92	91.2087735475372	up	13.704868714618
ENSG00000165995.25	CACNB2	protein_coding;protein_coding_CDS_not_defined;retained_intron;nonsense_mediated_decay	629.955955730289	3.32893221431587	0.16753292569763	19.8703162405464	7.3538148833249e-88	1.0424315436147e-84	1.0424315436147e-84	83.9819524554972	up	10.0486668968615
ENSG00000162493.19	PDPN	protein_coding;nonsense_mediated_decay	1113.03613359865	1.83176118859146	0.0929220177378261	19.7128864954231	1.67154791152303e-86	2.20023463668188e-83	2.20023463668188e-83	82.6575310028221	up	3.55971363966161
ENSG00000152583.15	SPARCL1	protein_coding;nonsense_mediated_decay	1012.18658861148	4.54657922800112	0.230809953926699	19.6983672092627	2.22686504660142e-86	2.73577793858474e-83	2.73577793858474e-83	82.5629191569377	up	23.3698930715253
ENSG00000179094.19	PER1	protein_coding;retained_intron;protein_coding_CDS_not_defined;nonsense_mediated_decay	789.18127182908	3.02864188132827	0.156186410178341	19.3911997712863	9.15756983820647e-84	1.05472310611543e-80	1.05472310611543e-80	79.976861539674	up	8.1604113722273
ENSG00000157150.7	TIMP4	protein_coding;nonsense_mediated_decay	379.272694627644	2.87806629481042	0.153083733447214	18.8006016707375	7.46646090895541e-79	8.09364362530766e-76	8.09364362530766e-76	75.09185592213	up	7.35164088312047
ENSG00000137809.19	ITGA11	protein_coding;protein_coding_CDS_not_defined;retained_intron	1238.6192856565	-1.71902540634264	0.0934972635571219	-18.3858365575844	1.70587874592459e-75	1.74644075166102e-72	1.74644075166102e-72	71.7578461433004	down	-3.29213935628052
ENSG00000102804.18	TSC22D1	protein_coding;protein_coding_CDS_not_defined;nonsense_mediated_decay;retained_intron	5594.73234212149	1.22146147632945	0.0681236609116039	17.9300621837455	6.87028034011444e-72	6.66344874250679e-69	6.66344874250679e-69	68.1763009386706	up	2.33182816123306
ENSG00000178695.6	KCTD12	protein_coding	2693.78043058005	-2.50509202283454	0.140644010603881	-17.8115798325038	5.7464701726191e-71	5.29479761705124e-68	5.29479761705124e-68	67.276150635269	down	-5.67685551357319
ENSG00000119139.23	TJP2	protein_coding;retained_intron;protein_coding_CDS_not_defined;nonsense_mediated_decay	5839.82315609322	2.04358113880552	0.116035902584792	17.611627895187	2.00592175388549e-69	1.76024409907627e-66	1.76024409907627e-66	65.7544271029068	up	4.12267615471281
ENSG00000163661.6	PTX3	protein_coding	10045.4891590959	2.28967170421379	0.130482017687024	17.5477950510071	6.18343903312486e-69	5.17947338647386e-66	5.17947338647386e-66	65.2857143941109	up	4.88944835450597
ENSG00000106484.17	MEST	protein_coding;retained_intron;nonsense_mediated_decay	959.680476236023	-2.04985212201846	0.117019687705977	-17.5171559777951	1.05993191427005e-68	8.49235883311669e-66	8.49235883311669e-66	65.0709716635934	down	-4.14063525350601
ENSG00000148848.16	ADAM12	protein_coding;protein_coding_CDS_not_defined	1391.20771791697	-1.83526743736887	0.106050120434762	-17.3056610388091	4.26359446925457e-67	3.14278075517693e-64	3.14278075517693e-64	63.502685914922	down	-3.56837549847989
ENSG00000198624.15	CCDC69	protein_coding;nonsense_mediated_decay;retained_intron;protein_coding_CDS_not_defined	2108.59511562471	2.93465181927457	0.170932315387987	17.1685021209326	4.57063204510104e-66	3.23952335873546e-63	3.23952335873546e-63	62.4895188842066	up	7.64571709697225
ENSG00000108821.16	COL1A1	protein_coding;retained_intron;nonsense_mediated_decay	103433.14110343	-1.2831014666595	0.074954294944454	-17.1184515525142	1.08113037901932e-65	7.37891504613629e-63	7.37891504613629e-63	62.132007489683	down	-2.43361587068769
ENSG00000162616.11	DNAJB4	protein_coding;protein_coding_CDS_not_defined	1532.49731603585	1.39669529593718	0.0818718884195814	17.0595221741964	2.96974377392776e-65	1.95451565235503e-62	1.95451565235503e-62	61.7089608472557	up	2.63297768796307
ENSG00000145685.16	LHFPL2	protein_coding;protein_coding_CDS_not_defined;nonsense_mediated_decay	2060.63470128502	-1.21708860246165	0.072029264409749	-16.8971405224697	4.72259747697766e-64	3.00096642433601e-61	3.00096642433601e-61	60.5227388635579	down	-2.32477098540785
ENSG00000154930.17	ACSS1	protein_coding;protein_coding_CDS_not_defined;nonsense_mediated_decay	692.538637072728	1.88715871438367	0.113204191601351	16.670396101845	2.15163986691037e-62	1.32168064891414e-59	1.32168064891414e-59	58.8788734685787	up	3.69906003264511
ENSG00000163431.16	LMOD1	protein_coding	6979.1426476562	1.18585230897315	0.0714210120088211	16.6036895252435	6.55358033166037e-62	3.89578639844637e-59	3.89578639844637e-59	58.409404863015	up	2.27497755068906
ENSG00000136478.11	TEX2	protein_coding;retained_intron;protein_coding_CDS_not_defined;nonsense_mediated_decay	3767.98288707355	1.48096413411455	0.0893593815849924	16.5731242522752	1.09011699065893e-61	6.27771121995714e-59	6.27771121995714e-59	58.2021986660912	up	2.79135213342597
ENSG00000253368.6	TRNP1	protein_coding	1108.65154545163	2.01764021729653	0.122016157387905	16.535844600336	2.0251954897604e-61	1.13091825713044e-58	1.13091825713044e-58	57.9465687847829	up	4.04920930207987
ENSG00000139132.17	FGD4	nonsense_mediated_decay;protein_coding;protein_coding_CDS_not_defined;retained_intron	1227.44997241257	2.10566535785277	0.127577262528371	16.5050206919474	3.3761733170197e-61	1.82988593782468e-58	1.82988593782468e-58	57.737575980279	up	4.30396205239717
ENSG00000163884.6	KLF15	protein_coding;protein_coding_CDS_not_defined	616.733057223271	4.48268466837714	0.272693067964426	16.4385721347414	1.01277066683174e-60	5.33238224239297e-58	5.33238224239297e-58	57.2730787265102	up	22.3574643171613
ENSG00000116584.24	ARHGEF2	protein_coding;retained_intron;nonsense_mediated_decay;protein_coding_CDS_not_defined	2311.2515123486	-1.10129804812309	0.0678125896864349	-16.2403184012804	2.61563027459466e-59	1.30272526216839e-56	1.30272526216839e-56	55.885147165028	down	-2.14547642443848
ENSG00000146250.9	PRSS35	protein_coding	315.316040120013	-2.71193364953153	0.16720259655457	-16.2194469787821	3.67488644753938e-59	1.73661026851693e-56	1.73661026851693e-56	55.7602976353374	down	-6.5519922456317
ENSG00000172986.14	GXYLT2	protein_coding;retained_intron;nonsense_mediated_decay	869.951423160237	-1.60229658175614	0.098788646148176	-16.2194406364554	3.67526592533971e-59	1.73661026851693e-56	1.73661026851693e-56	55.7602976353374	down	-3.03626262090031
ENSG00000163394.6	CCKAR	protein_coding	1195.97522606741	-2.18392101891442	0.134858678801753	-16.1941451474908	5.54631294505692e-59	2.55518637378772e-56	2.55518637378772e-56	55.5925774171905	down	-4.5438682959194
ENSG00000262655.6	SPON1	protein_coding;retained_intron	1676.6995822675	1.76707208302763	0.109426421222466	16.148495612729	1.16365186090704e-58	5.23018938848659e-56	5.23018938848659e-56	55.2814825847684	up	3.40362497299754
ENSG00000106123.15	EPHB6	protein_coding;retained_intron;protein_coding_CDS_not_defined;nonsense_mediated_decay	833.005048209396	1.67724454808083	0.105615067859701	15.8807316235301	8.61674485076118e-57	3.78069938356731e-54	3.78069938356731e-54	53.4224278535151	up	3.19816538948615
ENSG00000124766.7	SOX4	protein_coding	1320.19337991142	-2.38267772579744	0.150073853222361	-15.8767012016882	9.18854098015859e-57	3.9378240274968e-54	3.9378240274968e-54	53.4047436954083	down	-5.21503785773497
ENSG00000166741.11	NNMT	protein_coding;protein_coding_CDS_not_defined;retained_intron;nonsense_mediated_decay	7688.70112074064	2.22496592128566	0.140858021245591	15.7958056034761	3.32517923202284e-56	1.36169784194926e-53	1.36169784194926e-53	52.865919250817	up	4.6749985621594
ENSG00000145390.14	USP53	protein_coding;protein_coding_CDS_not_defined;nonsense_mediated_decay;retained_intron	8682.16715220253	2.20756707359637	0.140323105449571	15.7320283535895	9.12407663662514e-56	3.64974512275426e-53	3.64974512275426e-53	52.4377374631179	up	4.61895686572452
ENSG00000148175.15	STOM	protein_coding;nonsense_mediated_decay	13738.0710747795	1.40773632315366	0.0894893973757782	15.7307610111887	9.30855333022848e-56	3.64974512275426e-53	3.64974512275426e-53	52.4377374631179	up	2.65320531886614
ENSG00000147027.6	TMEM47	protein_coding	12859.5780955324	1.18958376997285	0.0768164874817937	15.486047448535	4.30985470178585e-54	1.65462505092728e-51	1.65462505092728e-51	50.7813004047656	up	2.28086928623735
ENSG00000070404.12	FSTL3	protein_coding;protein_coding_CDS_not_defined;nonsense_mediated_decay	1850.07208630673	1.74858602015924	0.11375341276889	15.3717236045638	2.53338759006838e-53	9.5276054101592e-51	9.5276054101592e-51	50.021016237644	up	3.36029063867507
ENSG00000163083.7	INHBB	protein_coding	441.410607810614	3.48887031896237	0.233914259106322	14.9151673450422	2.62618041999686e-50	9.67905055594041e-48	9.67905055594041e-48	47.0141672417142	up	11.2267646110265
ENSG00000116285.15	ERRFI1	protein_coding;nonsense_mediated_decay	3403.08903670369	2.44684548701782	0.16527804922052	14.8044189688683	1.37167174056903e-49	4.95630722258944e-47	4.95630722258944e-47	46.3048417812024	up	5.45222646310754
ENSG00000107562.19	CXCL12	protein_coding;retained_intron;protein_coding_CDS_not_defined;nonsense_mediated_decay	28018.1900158669	-1.81348323327877	0.122765197474864	-14.7719652684962	2.22139803645762e-49	7.87229288766172e-47	7.87229288766172e-47	46.1038987564048	down	-3.51489899749482
ENSG00000227051.8	C14orf132	protein_coding	4694.70048495055	-1.11011677175632	0.0753930356354192	-14.7243941353489	4.49479889332976e-49	1.56283309445813e-46	1.56283309445813e-46	45.8060874007565	down	-2.15863118557579
